Timestamp,Sensor1_Data1,Sensor1_Data2,Sensor1_Data3,Sensor2_Data1,Sensor2_Data2,Sensor2_Data3
2025-06-18 22:17:50.401,1.8721,5.4844,26.2471,7.9424,-5.1152,15.0195
2025-06-18 22:17:50.520,1.8799,5.4775,26.2793,7.9375,-5.1104,15.0146
2025-06-18 22:17:50.633,1.8838,5.4756,26.3105,7.9355,-5.1143,15.0225
2025-06-18 22:17:50.740,1.8926,5.4746,26.3271,7.9395,-5.1113,15.0195
2025-06-18 22:17:50.875,1.8984,5.4434,26.3369,7.9199,-5.0859,15.0195
2025-06-18 22:17:50.965,1.9004,5.4189,26.3262,7.9033,-5.0645,15.0146
2025-06-18 22:17:51.082,1.8926,5.416,26.2832,7.9004,-5.0518,15.0068
2025-06-18 22:17:51.209,1.8936,5.4512,26.2754,7.9141,-5.085,15.0117
2025-06-18 22:17:51.302,1.9199,5.4639,26.2939,7.9102,-5.1074,15.0234
2025-06-18 22:17:51.453,1.9443,5.4287,26.3145,7.8799,-5.0889,15.0176
2025-06-18 22:17:51.544,1.9639,5.3594,26.3369,7.8223,-5.0293,15.0156
2025-06-18 22:17:51.664,1.9727,5.3105,26.3496,7.7969,-5.0088,15.0195
2025-06-18 22:17:51.783,1.9658,5.3096,26.3633,7.8076,-5.0137,15.0264
2025-06-18 22:17:51.896,1.958,5.3135,26.3691,7.8164,-5.0059,15.0127
2025-06-18 22:17:51.999,1.9424,5.3164,26.3643,7.8311,-5.0088,15.0146
2025-06-18 22:17:52.115,1.9395,5.3311,26.3848,7.8418,-5.0283,15.0156
2025-06-18 22:17:52.218,1.9395,5.3457,26.4111,7.8545,-5.0352,15.0254
2025-06-18 22:17:52.335,1.958,5.3359,26.4678,7.8477,-5.041,15.0752
2025-06-18 22:17:52.437,1.9883,5.2793,26.5156,7.8076,-5.0088,15.1396
2025-06-18 22:17:52.553,2.0215,5.165,26.5029,7.7461,-4.9277,15.1826
2025-06-18 22:17:52.654,2.0566,5.0889,26.4834,7.6885,-4.8643,15.2109
2025-06-18 22:17:52.771,2.0586,5.0537,26.4482,7.6885,-4.8535,15.2207
2025-06-18 22:17:52.887,2.0742,5.0352,26.4678,7.6689,-4.8359,15.2402
2025-06-18 22:17:52.987,2.1006,4.9873,26.4893,7.6348,-4.8125,15.2568
2025-06-18 22:17:53.095,2.1006,4.9102,26.4121,7.5879,-4.7559,15.251
2025-06-18 22:17:53.205,2.1094,4.834,26.3691,7.5547,-4.7305,15.2705
2025-06-18 22:17:53.323,2.1123,4.793,26.3477,7.5508,-4.7129,15.2695
2025-06-18 22:17:53.437,2.1123,4.7031,26.2627,7.5273,-4.6729,15.2676
2025-06-18 22:17:53.545,2.1143,4.6426,26.2422,7.5146,-4.6514,15.2812
2025-06-18 22:17:53.654,2.1172,4.6152,26.2363,7.5039,-4.6377,15.2832
2025-06-18 22:17:53.769,2.1191,4.6006,26.2441,7.4951,-4.6309,15.2891
2025-06-18 22:17:53.885,2.123,4.6123,26.2725,7.502,-4.6465,15.29
2025-06-18 22:17:53.992,2.125,4.6045,26.2842,7.5068,-4.6445,15.2842
2025-06-18 22:17:54.112,2.1221,4.5957,26.2773,7.499,-4.6348,15.2822
2025-06-18 22:17:54.219,2.1162,4.5869,26.2793,7.4971,-4.6162,15.2822
2025-06-18 22:17:54.328,2.1113,4.5244,26.1943,7.4854,-4.584,15.2812
2025-06-18 22:17:54.439,2.1133,4.3975,26.1084,7.4668,-4.5469,15.292
2025-06-18 22:17:54.554,2.1162,4.4785,26.2246,7.4688,-4.5684,15.2852
2025-06-18 22:17:54.673,2.1211,4.46,26.2236,7.459,-4.5537,15.2812
2025-06-18 22:17:54.779,2.1221,4.4141,26.1953,7.4492,-4.5449,15.2949
2025-06-18 22:17:54.896,2.124,4.4102,26.2021,7.4463,-4.5293,15.2871
2025-06-18 22:17:55.009,2.0674,4.6113,26.0889,7.5752,-4.6572,15.1152
2025-06-18 22:17:55.118,2.0596,4.584,26.0693,7.6348,-4.7461,15.0547
2025-06-18 22:17:55.235,2.0078,5.583,25.707,8.3115,-5.3789,14.6016
2025-06-18 22:17:55.369,2.4551,7.333,24.9971,9.0684,-5.7607,14.75
2025-06-18 22:17:55.497,2.8193,7.7256,24.0449,8.8223,-4.4775,15.0928
2025-06-18 22:17:55.591,2.4863,7.9248,21.6426,8.3125,-3.2891,14.7012
2025-06-18 22:17:55.712,2.4668,8.1162,20.9072,8.0049,-2.6309,14.3818
2025-06-18 22:17:55.818,2.54,8.1846,20.7207,7.959,-2.4648,14.2852
2025-06-18 22:17:55.930,2.5635,8.2354,20.5518,7.9375,-2.3281,14.2227
2025-06-18 22:17:56.045,2.5742,8.2637,20.4375,7.9482,-2.2852,14.249
2025-06-18 22:17:56.154,2.6084,8.2617,20.3311,7.96,-2.2295,14.3438
2025-06-18 22:17:56.262,2.6709,8.2451,20.4121,7.9971,-2.252,14.4756
2025-06-18 22:17:56.381,2.7568,8.2217,20.5889,8.0781,-2.3555,14.6328
2025-06-18 22:17:56.480,2.8027,8.2158,20.6582,8.1045,-2.3887,14.6982
2025-06-18 22:17:56.600,2.8701,8.2158,20.8135,8.1084,-2.377,14.7422
2025-06-18 22:17:56.694,2.915,8.2002,20.9541,8.2021,-2.5166,14.8916
2025-06-18 22:17:56.815,2.9893,8.1875,21.1689,8.2617,-2.6221,15.0391
2025-06-18 22:17:56.913,3.0869,8.1748,21.4014,8.3291,-2.7178,15.2344
2025-06-18 22:17:57.031,3.1523,8.1719,21.6748,8.5156,-3.0088,15.5459
2025-06-18 22:17:57.148,3.248,8.1787,22.0986,8.7373,-3.2734,15.8848
2025-06-18 22:17:57.249,3.4316,8.1689,22.7451,9.0879,-3.6602,16.3535
2025-06-18 22:17:57.364,3.5537,8.1807,23.2041,9.2969,-3.9326,16.6484
2025-06-18 22:17:57.473,3.7207,8.1904,23.6953,9.3838,-4.0566,16.8838
2025-06-18 22:17:57.584,3.8643,8.1523,24.1289,9.3662,-4.084,17.1553
2025-06-18 22:17:57.700,3.8838,8.1826,24.3555,9.3535,-4.2324,17.4033
2025-06-18 22:17:57.809,3.9561,8.1523,24.5967,9.3076,-4.4502,17.7061
2025-06-18 22:17:57.920,3.9053,8.2256,24.3857,9.2666,-4.7539,17.9141
2025-06-18 22:17:58.035,3.8564,8.2256,24.21,9.4512,-4.8457,17.6514
2025-06-18 22:17:58.143,4.0371,8.1436,24.29,9.2549,-4.6543,18.1572
2025-06-18 22:17:58.257,4.2148,7.9316,23.6768,8.8838,-5.4199,18.6582
2025-06-18 22:17:58.369,4.3486,7.7295,24.8408,8.6416,-5.5137,18.6387
2025-06-18 22:17:58.489,4.4814,7.4727,25.4619,8.4727,-5.5322,18.5713
2025-06-18 22:17:58.596,4.1191,7.1299,26.1592,8.6748,-5.4883,17.2148
2025-06-18 22:17:58.706,3.7559,7.8291,25.251,9.3262,-6.6885,16.0596
2025-06-18 22:17:58.817,3.5752,7.9297,25.1992,9.3643,-6.6797,15.8789
2025-06-18 22:17:58.936,3.3428,8.124,24.9854,9.4434,-6.7559,15.4277
2025-06-18 22:17:59.042,3.2324,8.333,24.7969,9.582,-6.8896,15.0918
2025-06-18 22:17:59.162,3.1641,8.2822,24.791,9.585,-6.8408,15.1143
2025-06-18 22:17:59.266,3.0527,8.2197,24.4189,9.5781,-6.8086,15.0752
2025-06-18 22:17:59.379,3.0293,8.3018,24.2744,9.6426,-6.9082,14.9541
2025-06-18 22:17:59.491,2.9375,8.2656,24.3545,9.6191,-6.8086,14.8975
2025-06-18 22:17:59.605,2.8857,8.1289,24.582,9.5713,-6.6152,14.9805
2025-06-18 22:17:59.716,2.8887,8.0371,24.6641,9.5439,-6.5488,15.0352
2025-06-18 22:17:59.836,2.8623,7.8379,24.7373,9.4238,-6.3975,15.1367
2025-06-18 22:17:59.963,2.8428,7.6104,24.8154,9.1611,-6.0889,15.2656
2025-06-18 22:18:00.092,2.8691,7.3525,24.8564,8.8232,-5.7646,15.4727
2025-06-18 22:18:00.201,2.7725,7.0195,24.2949,8.71,-5.6631,15.5791
2025-06-18 22:18:00.316,2.8105,6.625,24.3838,8.6426,-5.5947,15.6943
2025-06-18 22:18:00.420,2.8809,6.2383,24.4473,8.5645,-5.5127,15.8027
2025-06-18 22:18:00.532,2.958,5.8691,24.4844,8.5078,-5.4209,15.873
2025-06-18 22:18:00.638,2.9883,5.6631,24.4189,8.4775,-5.3828,15.9082
2025-06-18 22:18:00.744,3.0371,5.416,24.4482,8.4219,-5.3086,15.9678
2025-06-18 22:18:00.861,3.0586,5.3359,24.6084,8.3779,-5.2568,15.9766
2025-06-18 22:18:00.963,3.0781,5.3945,24.9941,8.3525,-5.2119,15.9492
2025-06-18 22:18:01.079,3.0928,5.3828,25.1035,8.3359,-5.1924,15.9531
2025-06-18 22:18:01.178,3.0967,5.3037,25.0537,8.334,-5.1846,15.9785
2025-06-18 22:18:01.297,3.0938,5.293,25.0801,8.3174,-5.1699,15.9736
2025-06-18 22:18:01.415,3.0967,5.2812,25.1016,8.3037,-5.1582,15.9707
2025-06-18 22:18:01.514,3.0928,5.2295,25.0146,8.2939,-5.1465,15.9727
2025-06-18 22:18:01.627,3.1006,5.1836,25.0459,8.2842,-5.1348,15.9854
2025-06-18 22:18:01.742,3.1016,5.1699,25.0586,8.2803,-5.1182,15.9795
2025-06-18 22:18:01.848,3.0967,5.1201,25.0107,8.2637,-5.0928,15.9766
2025-06-18 22:18:01.964,3.5449,5.5303,26.6084,8.5586,-5.332,16.2451
2025-06-18 22:18:02.074,3.958,5.8203,27.3545,8.9346,-5.0479,16.4697
2025-06-18 22:18:02.187,4.2939,4.8145,26.457,9.0547,-4.3486,16.501
2025-06-18 22:18:02.300,3.3389,4.6279,23.1797,8.918,-3.6602,16.2891
2025-06-18 22:18:02.419,3.0117,4.8057,22.3906,8.8652,-3.4336,16.2373
2025-06-18 22:18:02.520,3.1289,4.832,22.4453,8.8789,-3.3809,16.4141
2025-06-18 22:18:02.634,3.1621,4.8652,22.2812,8.8867,-3.3672,16.6152
2025-06-18 22:18:02.753,3.1348,4.9014,22.1377,8.875,-3.3477,16.7852
2025-06-18 22:18:02.859,3.373,4.7686,22.6064,8.9385,-3.4316,17.1016
2025-06-18 22:18:02.968,3.5303,4.6885,22.9443,8.9443,-3.4336,17.1758
2025-06-18 22:18:03.084,3.7012,4.5957,23.2236,8.9707,-3.5273,17.3877
2025-06-18 22:18:03.194,3.8613,4.5449,23.4395,8.9785,-3.6006,17.6123
2025-06-18 22:18:03.308,4.0273,4.4795,23.75,8.9346,-3.5479,17.749
2025-06-18 22:18:03.426,4.1807,4.4375,23.9922,8.8359,-3.4482,18.0088
2025-06-18 22:18:03.537,4.3037,4.3701,24.1904,8.7227,-3.3291,18.209
2025-06-18 22:18:03.650,4.4834,4.2588,24.373,8.6025,-3.2354,18.4189
2025-06-18 22:18:03.760,4.5928,4.1807,24.4736,8.5146,-3.2061,18.5703
2025-06-18 22:18:03.874,4.6611,4.125,24.4512,8.3896,-3.0908,18.6895
