球,20250622_161301,1750579981.4323533,1,-177.75,-394.65,11.132,0,0,100,100,100,0,21
球,20250622_161301,1750579981.4323533,2,123.0,-24.45,91.718,0,0,100,100,100,0,21
球,20250622_161301,1750579981.4323533,3,32.55,57.3,180.774,0,0,100,100,100,0,21
球,20250622_161301,1750579981.432368,1,-176.55,-392.4,11.858,0,0,100,100,100,0,22
球,20250622_161301,1750579981.432368,2,122.25,-24.9,91.234,0,0,100,100,100,0,22
球,20250622_161301,1750579981.432368,3,32.25,57.15,180.29,0,0,100,100,100,0,22
球,20250622_161301,1750579981.4323807,1,-174.9,-391.8,11.374,0,0,100,100,100,0,23
球,20250622_161301,1750579981.4323807,2,122.85,-24.15,90.992,0,0,100,100,100,0,23
球,20250622_161301,1750579981.4323807,3,32.55,57.6,180.774,0,0,100,100,100,0,23
球,20250622_161301,1750579981.4323952,1,-174.15,-390.15,12.584,0,0,100,100,100,0,24
球,20250622_161301,1750579981.4323952,2,122.7,-25.5,90.75,0,0,100,100,100,0,24
球,20250622_161301,1750579981.4323952,3,31.95,57.75,180.29,0,0,100,100,100,0,24
球,20250622_161301,1750579981.4324079,1,-173.55,-390.15,12.584,0,0,100,100,100,0,25
球,20250622_161301,1750579981.4324079,2,122.7,-25.05,91.234,0,0,100,100,100,0,25
球,20250622_161301,1750579981.4324079,3,32.1,57.45,180.774,0,0,100,100,100,0,25
球,20250622_161301,1750579981.4324217,1,-174.0,-387.75,13.31,0,0,100,100,100,0,26
球,20250622_161301,1750579981.4324217,2,122.85,-25.8,91.718,0,0,100,100,100,0,26
球,20250622_161301,1750579981.4324217,3,32.55,56.4,181.016,0,0,100,100,100,0,26
球,20250622_161301,1750579981.432437,1,-172.2,-387.6,13.552,0,0,100,100,100,0,27
球,20250622_161301,1750579981.432437,2,122.55,-25.35,91.96,0,0,100,100,100,0,27
球,20250622_161301,1750579981.432437,3,32.55,57.3,180.532,0,0,100,100,100,0,27
球,20250622_161301,1750579981.432449,1,-171.9,-387.0,13.31,0,0,100,100,100,0,28
球,20250622_161301,1750579981.432449,2,122.4,-25.05,91.476,0,0,100,100,100,0,28
球,20250622_161301,1750579981.432449,3,32.85,57.45,180.774,0,0,100,100,100,0,28
球,20250622_161301,1750579981.4324608,1,-171.15,-385.35,13.068,0,0,100,100,100,0,29
球,20250622_161301,1750579981.4324608,2,122.4,-25.35,90.75,0,0,100,100,100,0,29
球,20250622_161301,1750579981.4324608,3,32.4,57.75,181.5,0,0,100,100,100,0,29
