grid_i,grid_j,X_original,Y_original,Z_original,X_deformed,Y_deformed,Z_deformed,grid_value,distance_from_origin,decay_factor
0,0,-5.0,-5.0,0.0,-5.0,-5.021883027629584,0.045245856530894024,0.045245856530894024,7.0710678118654755,0.06217652402211629
0,1,-4.473684210526316,-5.0,0.0,-4.473684210526316,-5.028867594041283,0.05968730837858004,0.05968730837858004,6.709236202095769,0.082021861177106
0,2,-3.947368421052632,-5.0,0.0,-3.947368421052632,-5.0369272315640305,0.0763516022422086,0.0763516022422086,6.370378124689581,0.10492181151876954
0,3,-3.4210526315789473,-5.0,0.0,-3.4210526315789473,-5.045805316703309,0.09470813742008147,0.09470813742008147,6.058349701695441,0.13014722745648133
0,4,-2.8947368421052633,-5.0,0.0,-2.8947368421052633,-5.0550957387463145,0.11391722996361105,0.11391722996361105,5.777499578973723,0.15654422146985164
0,5,-2.368421052631579,-5.0,0.0,-2.368421052631579,-5.064261833264158,0.13286926002650432,0.13286926002650432,5.532577905691747,0.18258796210870457
0,6,-1.8421052631578947,-5.0,0.0,-1.8421052631578947,-5.072681049736599,0.1502770276838278,0.1502770276838278,5.328541245083312,0.2065095886819126
0,7,-1.3157894736842106,-5.0,0.0,-1.3157894736842106,-5.079711733047087,0.1648138319032963,0.1648138319032963,5.170232290628553,0.2264859583664921
0,8,-0.7894736842105265,-5.0,0.0,-0.7894736842105265,-5.084772753862926,0.17527811617005518,0.17527811617005518,5.061943174124038,0.24086590101697838
0,9,-0.2631578947368425,-5.0,0.0,-0.2631578947368425,-5.087422518089615,0.18075683027081355,0.18075683027081355,5.00692041853696,0.248394709730402
0,10,0.2631578947368416,-5.0,0.0,0.2631578947368416,-5.087422518089615,0.18075683027081355,0.18075683027081355,5.00692041853696,0.248394709730402
0,11,0.7894736842105257,-5.0,0.0,0.7894736842105257,-5.084772753862926,0.17527811617005518,0.17527811617005518,5.061943174124038,0.24086590101697838
0,12,1.3157894736842106,-5.0,0.0,1.3157894736842106,-5.079711733047087,0.1648138319032963,0.1648138319032963,5.170232290628553,0.2264859583664921
0,13,1.8421052631578947,-5.0,0.0,1.8421052631578947,-5.072681049736599,0.1502770276838278,0.1502770276838278,5.328541245083312,0.2065095886819126
0,14,2.3684210526315788,-5.0,0.0,2.3684210526315788,-5.064261833264158,0.13286926002650432,0.13286926002650432,5.532577905691747,0.18258796210870457
0,15,2.894736842105263,-5.0,0.0,2.894736842105263,-5.0550957387463145,0.11391722996361105,0.11391722996361105,5.777499578973723,0.15654422146985164
0,16,3.421052631578947,-5.0,0.0,3.421052631578947,-5.045805316703309,0.09470813742008147,0.09470813742008147,6.058349701695441,0.13014722745648133
0,17,3.947368421052632,-5.0,0.0,3.947368421052632,-5.0369272315640305,0.0763516022422086,0.0763516022422086,6.370378124689581,0.10492181151876954
0,18,4.473684210526315,-5.0,0.0,4.473684210526315,-5.028867594041283,0.05968730837858004,0.05968730837858004,6.709236202095769,0.082021861177106
0,19,5.0,-5.0,0.0,5.0,-5.021883027629584,0.045245856530894024,0.045245856530894024,7.0710678118654755,0.06217652402211629
1,0,-5.0,-4.473684210526316,0.0,-5.0,-4.502551804567599,0.05968730837858004,0.05968730837858004,6.709236202095769,0.082021861177106
1,1,-4.473684210526316,-4.473684210526316,0.0,-4.473684210526316,-4.511765686263507,0.07873814432150637,0.07873814432150637,6.326744884300688,0.10820138013124415
1,2,-3.947368421052632,-4.473684210526316,0.0,-3.947368421052632,-4.52239777740121,0.10072130306822011,0.10072130306822011,5.966202130923492,0.13841047556440855
1,3,-3.4210526315789473,-4.473684210526316,0.0,-3.4210526315789473,-4.534109546083443,0.12493682819980502,0.12493682819980502,5.631824883955972,0.1716872725021369
1,4,-2.8947368421052633,-4.473684210526316,0.0,-2.8947368421052633,-4.546365260262915,0.1502770276838278,0.1502770276838278,5.328541245083312,0.2065095886819126
1,5,-2.368421052631579,-4.473684210526316,0.0,-2.368421052631579,-4.558456964389242,0.17527811617005518,0.17527811617005518,5.061943174124038,0.24086590101697838
1,6,-1.8421052631578947,-4.473684210526316,0.0,-1.8421052631578947,-4.569563403927047,0.19824204869359774,0.19824204869359774,4.838099029171114,0.2724227685771578
1,7,-1.3157894736842106,-4.473684210526316,0.0,-1.3157894736842106,-4.578838121990538,0.2174186713240924,0.2174186713240924,4.663169775439303,0.2987751426743059
1,8,-0.7894736842105265,-4.473684210526316,0.0,-0.7894736842105265,-4.585514505936085,0.23122291794200522,0.23122291794200522,4.54280960569265,0.31774483707847356
1,9,-0.2631578947368425,-4.473684210526316,0.0,-0.2631578947368425,-4.589010014843534,0.23845031340144923,0.23845031340144923,4.481417464717474,0.327676670882849
1,10,0.2631578947368416,-4.473684210526316,0.0,0.2631578947368416,-4.589010014843534,0.23845031340144923,0.23845031340144923,4.481417464717474,0.327676670882849
1,11,0.7894736842105257,-4.473684210526316,0.0,0.7894736842105257,-4.585514505936085,0.2312229179420053,0.2312229179420053,4.542809605692649,0.3177448370784737
1,12,1.3157894736842106,-4.473684210526316,0.0,1.3157894736842106,-4.578838121990538,0.2174186713240924,0.2174186713240924,4.663169775439303,0.2987751426743059
1,13,1.8421052631578947,-4.473684210526316,0.0,1.8421052631578947,-4.569563403927047,0.19824204869359774,0.19824204869359774,4.838099029171114,0.2724227685771578
1,14,2.3684210526315788,-4.473684210526316,0.0,2.3684210526315788,-4.558456964389242,0.17527811617005518,0.17527811617005518,5.061943174124038,0.24086590101697838
1,15,2.894736842105263,-4.473684210526316,0.0,2.894736842105263,-4.546365260262915,0.1502770276838278,0.1502770276838278,5.328541245083312,0.2065095886819126
1,16,3.421052631578947,-4.473684210526316,0.0,3.421052631578947,-4.534109546083443,0.12493682819980502,0.12493682819980502,5.631824883955972,0.1716872725021369
1,17,3.947368421052632,-4.473684210526316,0.0,3.947368421052632,-4.52239777740121,0.10072130306822011,0.10072130306822011,5.966202130923492,0.13841047556440855
1,18,4.473684210526315,-4.473684210526316,0.0,4.473684210526315,-4.511765686263507,0.07873814432150641,0.07873814432150641,6.3267448843006875,0.10820138013124421
1,19,5.0,-4.473684210526316,0.0,5.0,-4.502551804567599,0.05968730837858004,0.05968730837858004,6.709236202095769,0.082021861177106
2,0,-5.0,-3.947368421052632,0.0,-5.0,-3.984295652616663,0.0763516022422086,0.0763516022422086,6.370378124689581,0.10492181151876954
2,1,-4.473684210526316,-3.947368421052632,0.0,-4.473684210526316,-3.9960819879275253,0.10072130306822011,0.10072130306822011,5.966202130923492,0.13841047556440855
2,2,-3.947368421052632,-3.947368421052632,0.0,-3.947368421052632,-4.009682487189443,0.12884201144411933,0.12884201144411933,5.582421956735902,0.17705374665950163
2,3,-3.4210526315789473,-3.947368421052632,0.0,-3.4210526315789473,-4.024664102683091,0.1598183478405598,0.1598183478405598,5.223535063494529,0.21962120082528486
2,4,-2.8947368421052633,-3.947368421052632,0.0,-2.8947368421052633,-4.040341529587486,0.19223336008186662,0.19223336008186662,4.8950197994048095,0.26416567277980846
2,5,-2.368421052631579,-3.947368421052632,0.0,-2.368421052631579,-4.055809155938267,0.22421458382235174,0.22421458382235174,4.603383074877869,0.3081140357597248
2,6,-1.8421052631578947,-3.947368421052632,0.0,-1.8421052631578947,-4.070016438473761,0.2535898913975155,0.2535898913975155,4.356038251907066,0.34848136786796136
2,7,-1.3157894736842106,-3.947368421052632,0.0,-1.3157894736842106,-4.081880595255648,0.2781204977057389,0.2781204977057389,4.160891658116289,0.38219114704650115
2,8,-0.7894736842105265,-3.947368421052632,0.0,-0.7894736842105265,-4.090420980561573,0.29577879685937386,0.29577879685937386,4.025541721257462,0.406457052163493
2,9,-0.2631578947368425,-3.947368421052632,0.0,-0.2631578947368425,-4.094892411976153,0.3050240323768904,0.3050240323768904,3.956130625887608,0.4191617869683804
2,10,0.2631578947368416,-3.947368421052632,0.0,0.2631578947368416,-4.094892411976153,0.3050240323768904,0.3050240323768904,3.956130625887608,0.4191617869683804
2,11,0.7894736842105257,-3.947368421052632,0.0,0.7894736842105257,-4.090420980561573,0.29577879685937386,0.29577879685937386,4.025541721257462,0.406457052163493
2,12,1.3157894736842106,-3.947368421052632,0.0,1.3157894736842106,-4.081880595255648,0.2781204977057389,0.2781204977057389,4.160891658116289,0.38219114704650115
2,13,1.8421052631578947,-3.947368421052632,0.0,1.8421052631578947,-4.070016438473761,0.2535898913975155,0.2535898913975155,4.356038251907066,0.34848136786796136
2,14,2.3684210526315788,-3.947368421052632,0.0,2.3684210526315788,-4.055809155938267,0.22421458382235174,0.22421458382235174,4.603383074877869,0.3081140357597248
2,15,2.894736842105263,-3.947368421052632,0.0,2.894736842105263,-4.040341529587486,0.19223336008186662,0.19223336008186662,4.8950197994048095,0.26416567277980846
2,16,3.421052631578947,-3.947368421052632,0.0,3.421052631578947,-4.024664102683091,0.15981834784055993,0.15981834784055993,5.223535063494528,0.21962120082528502
2,17,3.947368421052632,-3.947368421052632,0.0,3.947368421052632,-4.009682487189443,0.12884201144411933,0.12884201144411933,5.582421956735902,0.17705374665950163
2,18,4.473684210526315,-3.947368421052632,0.0,4.473684210526315,-3.9960819879275253,0.10072130306822011,0.10072130306822011,5.966202130923492,0.13841047556440855
2,19,5.0,-3.947368421052632,0.0,5.0,-3.984295652616663,0.0763516022422086,0.0763516022422086,6.370378124689581,0.10492181151876954
3,0,-5.0,-3.4210526315789473,0.0,-5.0,-3.466857948282256,0.09470813742008147,0.09470813742008147,6.058349701695441,0.13014722745648133
3,1,-4.473684210526316,-3.4210526315789473,0.0,-4.473684210526316,-3.4814779671360743,0.12493682819980502,0.12493682819980502,5.631824883955972,0.1716872725021369
3,2,-3.947368421052632,-3.4210526315789473,0.0,-3.947368421052632,-3.4983483132094064,0.1598183478405598,0.1598183478405598,5.223535063494529,0.21962120082528486
3,3,-3.4210526315789473,-3.4210526315789473,0.0,-3.4210526315789473,-3.516931824979678,0.19824204869359774,0.19824204869359774,4.838099029171114,0.2724227685771578
3,4,-2.8947368421052633,-3.4210526315789473,0.0,-2.8947368421052633,-3.536378435896166,0.23845031340144923,0.23845031340144923,4.481417464717474,0.327676670882849
3,5,-2.368421052631579,-3.4210526315789473,0.0,-2.368421052631579,-3.5555648057819633,0.2781204977057389,0.2781204977057389,4.160891658116289,0.38219114704650115
3,6,-1.8421052631578947,-3.4210526315789473,0.0,-1.8421052631578947,-3.57318781862286,0.31455824864854465,0.31455824864854465,3.885479752693,0.4322636370050084
3,7,-1.3157894736842106,-3.4210526315789473,0.0,-1.3157894736842106,-3.5879043688703307,0.3449865299813599,0.3449865299813599,3.665365336101084,0.4740779579240895
3,8,-0.7894736842105265,-3.4210526315789473,0.0,-0.7894736842105265,-3.5984980428918414,0.36689025660574837,0.36689025660574837,3.510964227401667,0.5041778983176424
3,9,-0.2631578947368425,-3.4210526315789473,0.0,-0.2631578947368425,-3.6040445007059567,0.3783582416926405,0.3783582416926405,3.4311591606329728,0.5199371192698097
3,10,0.2631578947368416,-3.4210526315789473,0.0,0.2631578947368416,-3.6040445007059567,0.3783582416926405,0.3783582416926405,3.4311591606329728,0.5199371192698097
3,11,0.7894736842105257,-3.4210526315789473,0.0,0.7894736842105257,-3.5984980428918414,0.36689025660574837,0.36689025660574837,3.5109642274016664,0.5041778983176424
3,12,1.3157894736842106,-3.4210526315789473,0.0,1.3157894736842106,-3.5879043688703307,0.3449865299813599,0.3449865299813599,3.665365336101084,0.4740779579240895
3,13,1.8421052631578947,-3.4210526315789473,0.0,1.8421052631578947,-3.57318781862286,0.31455824864854465,0.31455824864854465,3.885479752693,0.4322636370050084
3,14,2.3684210526315788,-3.4210526315789473,0.0,2.3684210526315788,-3.5555648057819633,0.278120497705739,0.278120497705739,4.160891658116288,0.38219114704650126
3,15,2.894736842105263,-3.4210526315789473,0.0,2.894736842105263,-3.536378435896166,0.23845031340144923,0.23845031340144923,4.481417464717474,0.327676670882849
3,16,3.421052631578947,-3.4210526315789473,0.0,3.421052631578947,-3.516931824979678,0.19824204869359774,0.19824204869359774,4.838099029171114,0.2724227685771578
3,17,3.947368421052632,-3.4210526315789473,0.0,3.947368421052632,-3.4983483132094064,0.1598183478405598,0.1598183478405598,5.223535063494529,0.21962120082528486
3,18,4.473684210526315,-3.4210526315789473,0.0,4.473684210526315,-3.4814779671360743,0.12493682819980502,0.12493682819980502,5.631824883955972,0.1716872725021369
3,19,5.0,-3.4210526315789473,0.0,5.0,-3.466857948282256,0.09470813742008147,0.09470813742008147,6.058349701695441,0.13014722745648133
4,0,-5.0,-2.8947368421052633,0.0,-5.0,-2.9498325808515777,0.11391722996361105,0.11391722996361105,5.777499578973723,0.15654422146985164
4,1,-4.473684210526316,-2.8947368421052633,0.0,-4.473684210526316,-2.9674178918418623,0.1502770276838278,0.1502770276838278,5.328541245083312,0.2065095886819126
4,2,-3.947368421052632,-2.8947368421052633,0.0,-3.947368421052632,-2.987709950640117,0.19223336008186662,0.19223336008186662,4.8950197994048095,0.26416567277980846
4,3,-3.4210526315789473,-2.8947368421052633,0.0,-3.4210526315789473,-3.010062646422482,0.23845031340144923,0.23845031340144923,4.481417464717474,0.327676670882849
4,4,-2.8947368421052633,-2.8947368421052633,0.0,-2.8947368421052633,-3.0334534986568613,0.2868137831299844,0.2868137831299844,4.093776101606328,0.39413739608352943
4,5,-2.368421052631579,-2.8947368421052633,0.0,-2.368421052631579,-3.0565313267082432,0.33453003678246507,0.33453003678246507,3.740176421987341,0.4597087217018896
4,6,-1.8421052631578947,-2.8947368421052633,0.0,-1.8421052631578947,-3.0777287112322727,0.3783582416926405,0.3783582416926405,3.431159160632973,0.5199371192698097
4,7,-1.3157894736842106,-2.8947368421052633,0.0,-1.3157894736842106,-3.095430132509054,0.4149581117398451,0.4149581117398451,3.1797489404196244,0.5702323921119212
4,8,-0.7894736842105265,-2.8947368421052633,0.0,-0.7894736842105265,-3.108172458908265,0.4413044419592107,0.4413044419592107,3.0004616449977317,0.6064373257650277
