grid_i,grid_j,X_original,Y_original,Z_original,X_deformed,Y_deformed,Z_deformed,grid_value,distance_from_origin,decay_factor
0,0,-5.0,-5.0,0.0,-5.0,-5.0,0.011539962858504784,0.011539962858504784,7.0710678118654755,0.06217652402211629
0,1,-4.473684210526316,-5.0,0.0,-4.473684210526316,-5.0,0.015223257434470873,0.015223257434470873,6.709236202095769,0.082021861177106
0,2,-3.947368421052632,-5.0,0.0,-3.947368421052632,-5.0,0.019473488217883625,0.019473488217883625,6.370378124689581,0.10492181151876954
0,3,-3.4210526315789473,-5.0,0.0,-3.4210526315789473,-5.0,0.024155325415922933,0.024155325415922933,6.058349701695441,0.13014722745648133
0,4,-2.8947368421052633,-5.0,0.0,-2.8947368421052633,-5.0,0.029054607504804462,0.029054607504804462,5.777499578973723,0.15654422146985164
0,5,-2.368421052631579,-5.0,0.0,-2.368421052631579,-5.0,0.03388832576737556,0.03388832576737556,5.532577905691747,0.18258796210870457
0,6,-1.8421052631578947,-5.0,0.0,-1.8421052631578947,-5.0,0.03832817965936298,0.03832817965936298,5.328541245083312,0.2065095886819126
0,7,-1.3157894736842106,-5.0,0.0,-1.3157894736842106,-5.0,0.04203579387282093,0.04203579387282093,5.170232290628553,0.2264859583664921
0,8,-0.7894736842105265,-5.0,0.0,-0.7894736842105265,-5.0,0.044704711228751186,0.044704711228751186,5.061943174124038,0.24086590101697838
0,9,-0.2631578947368425,-5.0,0.0,-0.2631578947368425,-5.0,0.04610205812596261,0.04610205812596261,5.00692041853696,0.248394709730402
0,10,0.2631578947368416,-5.0,0.0,0.2631578947368416,-5.0,0.04610205812596261,0.04610205812596261,5.00692041853696,0.248394709730402
0,11,0.7894736842105257,-5.0,0.0,0.7894736842105257,-5.0,0.044704711228751186,0.044704711228751186,5.061943174124038,0.24086590101697838
0,12,1.3157894736842106,-5.0,0.0,1.3157894736842106,-5.0,0.04203579387282093,0.04203579387282093,5.170232290628553,0.2264859583664921
0,13,1.8421052631578947,-5.0,0.0,1.8421052631578947,-5.0,0.03832817965936298,0.03832817965936298,5.328541245083312,0.2065095886819126
0,14,2.3684210526315788,-5.0,0.0,2.3684210526315788,-5.0,0.03388832576737556,0.03388832576737556,5.532577905691747,0.18258796210870457
0,15,2.894736842105263,-5.0,0.0,2.894736842105263,-5.0,0.029054607504804462,0.029054607504804462,5.777499578973723,0.15654422146985164
0,16,3.421052631578947,-5.0,0.0,3.421052631578947,-5.0,0.024155325415922933,0.024155325415922933,6.058349701695441,0.13014722745648133
0,17,3.947368421052632,-5.0,0.0,3.947368421052632,-5.0,0.019473488217883625,0.019473488217883625,6.370378124689581,0.10492181151876954
0,18,4.473684210526315,-5.0,0.0,4.473684210526315,-5.0,0.015223257434470873,0.015223257434470873,6.709236202095769,0.082021861177106
0,19,5.0,-5.0,0.0,5.0,-5.0,0.011539962858504784,0.011539962858504784,7.0710678118654755,0.06217652402211629
1,0,-5.0,-4.473684210526316,0.0,-5.0,-4.473684210526316,0.015223257434470873,0.015223257434470873,6.709236202095769,0.082021861177106
1,1,-4.473684210526316,-4.473684210526316,0.0,-4.473684210526316,-4.473684210526316,0.020082176152358914,0.020082176152358914,6.326744884300688,0.10820138013124415
1,2,-3.947368421052632,-4.473684210526316,0.0,-3.947368421052632,-4.473684210526316,0.025688984264754227,0.025688984264754227,5.966202130923492,0.13841047556440855
1,3,-3.4210526315789473,-4.473684210526316,0.0,-3.4210526315789473,-4.473684210526316,0.031865157776396605,0.031865157776396605,5.631824883955972,0.1716872725021369
1,4,-2.8947368421052633,-4.473684210526316,0.0,-2.8947368421052633,-4.473684210526316,0.03832817965936298,0.03832817965936298,5.328541245083312,0.2065095886819126
