grid_i,grid_j,X_original,Y_original,Z_original,X_deformed,Y_deformed,Z_deformed,grid_value,distance_from_origin,decay_factor
0,0,-5.0,-5.0,0.0,-4.980147035879738,-5.0,0.02099079450986646,0.02099079450986646,7.0710678118654755,0.06217652402211629
0,1,-4.473684210526316,-5.0,0.0,-4.447494630252466,-5.0,0.027690580333390984,0.027690580333390984,6.709236202095769,0.082021861177106
0,2,-3.947368421052632,-5.0,0.0,-3.913866886634689,-5.0,0.0354216035687366,0.0354216035687366,6.370378124689581,0.10492181151876954
0,3,-3.4210526315789473,-5.0,0.0,-3.379496621852093,-5.0,0.043937703989308095,0.043937703989308095,6.058349701695441,0.13014722745648133
0,4,-2.8947368421052633,-5.0,0.0,-2.8447522721899396,-5.0,0.052849329168221916,0.052849329168221916,5.777499578973723,0.15654422146985164
0,5,-2.368421052631579,-5.0,0.0,-2.3101207163302697,-5.0,0.061641696007898664,0.061641696007898664,5.532577905691747,0.18258796210870457
0,6,-1.8421052631578947,-5.0,0.0,-1.77616675149176,-5.0,0.0697176371390137,0.0697176371390137,5.328541245083312,0.2065095886819126
0,7,-1.3157894736842106,-5.0,0.0,-1.2434725071777897,-5.0,0.07646165954452773,0.07646165954452773,5.170232290628553,0.2264859583664921
0,8,-0.7894736842105265,-5.0,0.0,-0.7125652020158053,-5.0,0.0813163281833319,0.0813163281833319,5.061943174124038,0.24086590101697838
0,9,-0.2631578947368425,-5.0,0.0,-0.18384546391992512,-5.0,0.08385805400498372,0.08385805400498372,5.00692041853696,0.248394709730402
0,10,0.2631578947368416,-5.0,0.0,0.34247032555375895,-5.0,0.08385805400498372,0.08385805400498372,5.00692041853696,0.248394709730402
0,11,0.7894736842105257,-5.0,0.0,0.8663821664052469,-5.0,0.0813163281833319,0.0813163281833319,5.061943174124038,0.24086590101697838
0,12,1.3157894736842106,-5.0,0.0,1.3881064401906316,-5.0,0.07646165954452773,0.07646165954452773,5.170232290628553,0.2264859583664921
0,13,1.8421052631578947,-5.0,0.0,1.9080437748240293,-5.0,0.0697176371390137,0.0697176371390137,5.328541245083312,0.2065095886819126
0,14,2.3684210526315788,-5.0,0.0,2.4267213889328882,-5.0,0.061641696007898664,0.061641696007898664,5.532577905691747,0.18258796210870457
0,15,2.894736842105263,-5.0,0.0,2.9447214120205865,-5.0,0.052849329168221916,0.052849329168221916,5.777499578973723,0.15654422146985164
0,16,3.421052631578947,-5.0,0.0,3.4626086413058013,-5.0,0.043937703989308095,0.043937703989308095,6.058349701695441,0.13014722745648133
0,17,3.947368421052632,-5.0,0.0,3.980869955470575,-5.0,0.0354216035687366,0.0354216035687366,6.370378124689581,0.10492181151876954
